@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
6.071E1,4.844E-1,9.161E-7,1.753E3,5.82E-5,3.307E-3,5.9E-1,1.73E2,?,?,?,-5.348E-1,1.401E-1,-1.341E-1,-3.349E-2,-2.01E-1,-2.704E-2,4.593E-2,-3.088E-2,8.081E-3,0E0,1.858E-2,9.175E1,4.893E3,1.855E5,5.357E7,-1.754E3,6.57E2,-4.911E-1,-4.275E5,3.204E2,1.586E1,5.591E8,-3.052E3,2.282E0,3.195E2
7.868E1,5.859E-1,7.797E-7,1.577E3,4.923E-5,3.002E-3,6E-1,1.9E2,?,?,?,-4.702E-1,2.62E-1,-1.123E-1,-7.869E-2,-2.54E-1,-1.279E-1,5.851E-2,-1.196E-2,-1.023E-1,0E0,1.686E-2,9.954E1,4.62E3,1.285E5,4.689E7,-1.764E3,6.615E2,-4.004E-1,-4.335E5,2.632E2,1.68E1,5.708E8,-2.252E3,1.363E0,3.246E2
7.574E1,6.484E-1,7.544E-7,1.566E3,4.735E-5,3.141E-3,5.9E-1,1.61E2,?,?,?,-5.397E-1,1.371E-1,-1.208E-1,-2.387E-4,-1.654E-1,-1.799E-1,1.261E-1,-6.51E-2,-5.382E-2,0E0,1.659E-2,9.922E1,5.153E3,1.663E5,5.476E7,-1.765E3,6.66E2,-3.373E-1,-4.394E5,2.232E2,1.737E1,5.825E8,-1.842E3,9.328E-1,3.27E2
6.631E1,5.508E-1,8.465E-7,1.536E3,6.109E-5,3.283E-3,5.8E-1,1.47E2,?,?,?,-5.376E-1,1.558E-1,-9.032E-2,-6.87E-2,-2.084E-1,-9.89E-2,4.421E-2,8.588E-2,-9.291E-3,0E0,1.85E-2,9.633E1,5.035E3,1.594E5,5.362E7,-1.767E3,6.704E2,-2.9E-1,-4.453E5,1.929E2,1.772E1,5.942E8,-2.089E3,9.036E-1,3.274E2
6.712E1,5.703E-1,1.042E-6,1.383E3,5.433E-5,3.119E-3,5.9E-1,1.65E2,?,?,?,-5.46E-1,1.173E-1,-1.692E-1,3.864E-2,-1.714E-1,-6.111E-2,1.011E-1,-7.394E-2,-4.651E-2,0E0,1.753E-2,9.319E1,4.837E3,1.772E5,5.202E7,-1.772E3,6.749E2,-2.325E-1,-4.512E5,1.553E2,1.821E1,6.062E8,-2.129E3,7.332E-1,3.29E2
7.635E1,6.211E-1,7.075E-7,1.574E3,4.807E-5,3.044E-3,5.8E-1,1.61E2,?,?,?,-4.955E-1,1.101E-1,-1.964E-1,3.772E-2,-1.896E-1,-2.822E-2,1.313E-1,-1.32E-2,-6.773E-3,0E0,1.662E-2,1.016E2,4.939E3,1.061E5,4.869E7,-1.777E3,6.793E2,-1.837E-1,-4.572E5,1.233E2,1.849E1,6.182E8,-2.13E3,5.761E-1,3.283E2
5.879E1,4.688E-1,9.331E-7,1.429E3,5.82E-5,3.161E-3,5.8E-1,1.39E2,?,?,?,-6.076E-1,6.528E-2,-1.466E-1,-7.193E-2,-1.269E-1,-3.708E-2,1.594E-1,3.938E-2,-8.219E-2,0E0,1.805E-2,9.227E1,5.189E3,1.991E5,5.84E7,-1.786E3,6.838E2,-8.647E-2,-4.632E5,5.783E1,1.915E1,6.305E8,-1.766E3,2.233E-1,3.28E2
6.281E1,5.352E-1,8.95E-7,1.736E3,5.007E-5,3.074E-3,5.8E-1,1.51E2,?,?,?,-5.502E-1,5.216E-2,-2.147E-1,-1.004E-2,-8.223E-2,-1.235E-1,3.611E-2,-4.463E-2,-3.012E-2,0E0,1.665E-2,9.493E1,5.244E3,1.971E5,5.84E7,-1.796E3,6.882E2,4.96E-2,-4.693E5,-3.5E1,2.023E1,6.43E8,-1.179E3,-8.498E-2,3.298E2
6.609E1,5.469E-1,7.021E-7,1.497E3,4.765E-5,2.932E-3,5.8E-1,1.72E2,?,?,?,-5.108E-1,1.201E-1,-1.868E-1,2.576E-2,5.148E-3,-7.43E-2,6.945E-2,5.947E-2,-7.067E-2,0E0,1.569E-2,9.717E1,5.295E3,1.933E5,5.86E7,-1.8E3,6.927E2,1.722E-1,-4.755E5,-1.196E2,2.119E1,6.558E8,-4.254E2,-1.057E-1,3.312E2
6.765E1,4.531E-1,9.61E-7,1.548E3,5.797E-5,3.229E-3,5.9E-1,1.62E2,?,?,?,-5.268E-1,2.153E-1,-1.345E-1,-6.549E-2,-2.223E-1,-7.727E-2,1.385E-1,-4.694E-4,-4.567E-2,0E0,1.821E-2,9.46E1,4.666E3,1.8E5,5.119E7,-1.805E3,6.972E2,3.487E-1,-4.817E5,-2.427E2,2.262E1,6.687E8,5.806E2,2.904E-1,3.328E2
5.197E1,4.258E-1,1.39E-6,1.422E3,7.601E-5,3.666E-3,5.9E-1,1.35E2,?,?,?,-6.61E-1,1.326E-1,-1.708E-1,-1.075E-1,-1.299E-1,-6.942E-2,1.236E-1,-2.931E-2,-5.282E-2,0E0,2.08E-2,8.687E1,4.786E3,2.134E5,5.541E7,-1.8E3,7.018E2,5.014E-1,-4.881E5,-3.508E2,2.377E1,6.819E8,1.558E3,1.113E0,3.328E2
6.997E1,5.234E-1,1.213E-6,1.544E3,5.006E-5,3.006E-3,5.9E-1,1.55E2,?,?,?,-5.66E-1,1.865E-1,-1.264E-1,-8.018E-3,-1.121E-1,-1.127E-1,1.088E-1,-2.74E-2,-1.306E-1,0E0,1.711E-2,9.306E1,4.662E3,1.933E5,5.251E7,-1.796E3,7.063E2,6.407E-1,-4.944E5,-4.507E2,2.473E1,6.953E8,2.567E3,2.329E0,3.312E2
7.612E1,5.938E-1,9.162E-7,1.579E3,5.521E-5,3.336E-3,5.9E-1,1.48E2,?,?,?,-5.328E-1,9.803E-2,-2.267E-1,-2.833E-2,-1.845E-1,-1.082E-1,3.798E-2,-1.258E-2,-9.241E-2,0E0,1.979E-2,9.989E1,4.81E3,1.15E5,4.898E7,-1.785E3,7.109E2,7.691E-1,-5.009E5,-5.442E2,2.562E1,7.089E8,3.631E3,3.928E0,3.295E2
5.716E1,4.531E-1,9.583E-7,1.641E3,6.234E-5,3.199E-3,6E-1,1.36E2,?,?,?,-5.773E-1,4.797E-2,-1.605E-1,-6.391E-2,-9.382E-2,-1.336E-1,1.068E-1,-5.186E-2,-1.839E-2,0E0,1.804E-2,9.101E1,5.026E3,2.022E5,5.674E7,-1.774E3,7.154E2,8.803E-1,-5.073E5,-6.267E2,2.643E1,7.226E8,4.332E3,5.33E0,3.284E2
5.745E1,4.688E-1,8.446E-7,1.587E3,5.305E-5,3.133E-3,6E-1,1.52E2,?,?,?,-5.822E-1,1.184E-1,-1.732E-1,-9.826E-2,-1.051E-1,-5.171E-2,1.404E-1,-2.366E-2,-6.326E-3,0E0,1.593E-2,9.086E1,5.11E3,2.119E5,5.974E7,-1.775E3,7.199E2,9.815E-1,-5.138E5,-7.03E2,2.713E1,7.365E8,5.206E3,7.097E0,3.264E2
6.645E1,4.688E-1,6.945E-7,1.521E3,5.38E-5,3.194E-3,5.9E-1,1.59E2,?,?,?,-5.734E-1,1.323E-1,-1.53E-1,-1.543E-1,-1.607E-1,-6.565E-2,1.661E-1,-6.488E-2,-7.687E-2,0E0,1.74E-2,9.389E1,4.949E3,1.961E5,5.647E7,-1.767E3,7.245E2,1.077E0,-5.203E5,-7.761E2,2.775E1,7.505E8,6.325E3,9.406E0,3.241E2
7.376E1,6.094E-1,7.726E-7,1.605E3,4.768E-5,3.087E-3,5.8E-1,1.37E2,?,?,?,-5.526E-1,1.013E-1,-1.958E-1,5.749E-2,-1.087E-1,-2.121E-2,8.393E-2,4.105E-2,-2.456E-2,0E0,1.669E-2,9.95E1,5.109E3,1.341E5,5.118E7,-1.763E3,7.29E2,1.121E0,-5.268E5,-8.12E2,2.8E1,7.647E8,7.204E3,1.107E1,3.23E2
7.031E1,4.766E-1,6.955E-7,1.617E3,4.997E-5,3.336E-3,5.8E-1,1.43E2,?,?,?,-6.039E-1,2.271E-1,-2.592E-1,-5.396E-2,-2.106E-1,-1.921E-2,1.383E-1,-3.662E-3,-1.468E-2,0E0,1.694E-2,9.266E1,4.38E3,1.637E5,4.644E7,-1.761E3,7.335E2,1.15E0,-5.333E5,-8.383E2,2.812E1,7.79E8,7.662E3,1.201E1,3.215E2
5.545E1,4.375E-1,9.26E-7,1.548E3,6.16E-5,3.547E-3,5.8E-1,1.31E2,?,?,?,-6.537E-1,9.754E-2,-1.897E-1,-1.482E-1,-2.177E-1,-2.955E-2,6.693E-2,-2.059E-2,-6.059E-2,0E0,1.708E-2,9.43E1,5.017E3,1.803E5,5.599E7,-1.773E3,7.38E2,1.206E0,-5.399E5,-8.843E2,2.841E1,7.934E8,8.334E3,1.362E1,3.197E2
4.731E1,4.18E-1,1.014E-6,1.664E3,6.981E-5,3.675E-3,5.9E-1,1.37E2,?,?,?,-6.621E-1,-6.281E-3,-2.432E-1,-1.136E-1,-7.527E-2,-6.937E-2,1.195E-1,-4.363E-2,-3.234E-2,0E0,1.814E-2,8.741E1,5.18E3,2.21E5,5.982E7,-1.76E3,7.424E2,1.224E0,-5.465E5,-9.03E2,2.851E1,8.08E8,8.355E3,1.377E1,3.194E2
6.315E1,4.844E-1,8.956E-7,1.374E3,5.885E-5,3.454E-3,6E-1,1.54E2,?,?,?,-6.019E-1,1.424E-1,-2.224E-1,-6.017E-2,-1.679E-1,1.277E-2,1.633E-1,4.802E-2,-4.378E-2,0E0,1.898E-2,9.227E1,4.99E3,1.989E5,5.562E7,-1.757E3,7.469E2,1.241E0,-5.532E5,-9.216E2,2.863E1,8.229E8,8.456E3,1.405E1,3.193E2
6.292E1,4.688E-1,8.045E-7,1.722E3,5.92E-5,3.358E-3,5.9E-1,1.62E2,?,?,?,-5.757E-1,1.945E-1,-1.582E-1,-8.028E-2,-2.198E-1,-4.513E-2,8.199E-2,-2.393E-2,6.251E-2,0E0,1.793E-2,9.176E1,4.8E3,1.755E5,5.138E7,-1.758E3,7.515E2,1.278E0,-5.599E5,-9.548E2,2.889E1,8.38E8,8.579E3,1.459E1,3.185E2
7.233E1,6.094E-1,8.875E-7,1.626E3,4.554E-5,3E-3,5.8E-1,1.71E2,?,?,?,-5.208E-1,4.431E-2,-2.312E-1,-3.23E-2,-9.446E-2,-9.393E-2,9.92E-2,-3.226E-2,3.735E-2,0E0,1.571E-2,9.882E1,5.055E3,1.331E5,5.158E7,-1.765E3,7.56E2,1.322E0,-5.667E5,-9.934E2,2.919E1,8.532E8,8.76E3,1.532E1,3.174E2
6.688E1,4.883E-1,7.436E-7,1.578E3,5.317E-5,3.266E-3,5.8E-1,1.51E2,?,?,?,-5.729E-1,2.141E-1,-1.999E-1,-2.361E-2,-2.497E-1,-5.635E-2,1.286E-1,-3.528E-3,-9.403E-2,0E0,1.678E-2,9.394E1,4.757E3,1.721E5,5.094E7,-1.763E3,7.605E2,1.347E0,-5.735E5,-1.018E3,2.936E1,8.686E8,8.68E3,1.537E1,3.169E2
6.617E1,4.766E-1,8.611E-7,1.36E3,6.572E-5,3.467E-3,5.7E-1,1.66E2,?,?,?,-5.22E-1,2.065E-1,-1.925E-1,1.185E-2,-1.879E-1,-2.106E-2,1.995E-1,-4.384E-2,4.063E-3,0E0,2.017E-2,9.167E1,4.504E3,1.524E5,4.709E7,-1.763E3,7.65E2,1.41E0,-5.803E5,-1.072E3,2.985E1,8.842E8,8.792E3,1.62E1,3.162E2
5.527E1,4.57E-1,1.087E-6,1.497E3,6.515E-5,3.566E-3,5.5E-1,1.33E2,?,?,?,-6.31E-1,-6.743E-2,-1.884E-1,-1.58E-1,-8.048E-2,-1.147E-1,1.462E-1,-1.503E-2,-5.493E-2,0E0,1.847E-2,9.4E1,5.482E3,2.108E5,6.556E7,-1.759E3,7.695E2,1.482E0,-5.872E5,-1.135E3,3.048E1,9E8,9.184E3,1.769E1,3.156E2
5.227E1,4.375E-1,9.94E-7,1.814E3,6.904E-5,3.406E-3,5.6E-1,1.37E2,?,?,?,-6.322E-1,1.274E-1,-1.747E-1,-1.119E-1,-1.486E-1,-1.647E-2,1.628E-2,-7.903E-2,-4.644E-2,0E0,1.804E-2,8.9E1,4.867E3,2.158E5,5.682E7,-1.752E3,7.74E2,1.541E0,-5.942E5,-1.186E3,3.108E1,9.161E8,1.009E4,2.009E1,3.163E2
8.145E1,5.664E-1,1.184E-6,1.466E3,5.504E-5,3.283E-3,5.5E-1,1.68E2,?,?,?,-4.686E-1,2.45E-1,-7.822E-2,2.019E-2,-1.577E-1,-1.1E-1,6.487E-2,-1.473E-1,-4.764E-2,0E0,2.021E-2,9.856E1,4.212E3,1.26E5,4.113E7,-1.752E3,7.785E2,1.602E0,-6.012E5,-1.24E3,3.17E1,9.323E8,1.079E4,2.22E1,3.169E2
5.932E1,5.117E-1,1.134E-6,1.554E3,5.807E-5,3.334E-3,5.4E-1,1.46E2,?,?,?,-6.1E-1,1.364E-1,-2.218E-1,-3.053E-2,-1.507E-1,3.725E-3,1.336E-1,-2.914E-2,-7.41E-2,0E0,1.733E-2,9.148E1,4.923E3,1.707E5,5.375E7,-1.743E3,7.83E2,1.655E0,-6.082E5,-1.288E3,3.232E1,9.486E8,1.135E4,2.398E1,3.181E2
7.672E1,6.055E-1,1.005E-6,1.373E3,4.716E-5,3.242E-3,5.4E-1,1.75E2,?,?,?,-4.918E-1,1.287E-1,-1.722E-1,-1.548E-2,-8.917E-2,-3.956E-2,7.205E-2,4.698E-2,-7.339E-2,0E0,1.794E-2,1.009E2,5.003E3,1.404E5,5.138E7,-1.76E3,7.875E2,1.736E0,-6.151E5,-1.36E3,3.296E1,9.649E8,1.181E4,2.603E1,3.163E2
6.592E1,5.352E-1,7.591E-7,1.471E3,5.133E-5,3.202E-3,5.4E-1,1.68E2,?,?,?,-5.525E-1,6.457E-2,-7.219E-2,-1.205E-1,-1.344E-1,-1.17E-1,1.75E-1,2.589E-2,-7.541E-3,0E0,1.739E-2,9.536E1,5.172E3,1.861E5,5.684E7,-1.768E3,7.92E2,1.844E0,-6.222E5,-1.453E3,3.376E1,9.816E8,1.246E4,2.9E1,3.134E2
6.527E1,5.352E-1,7.024E-7,1.486E3,5.703E-5,3.496E-3,5.4E-1,1.59E2,?,?,?,-5.734E-1,6.424E-2,-2.271E-1,-2.346E-2,-8.916E-2,-1.238E-1,1.585E-1,-3.276E-2,1.781E-2,0E0,1.863E-2,9.355E1,4.684E3,1.638E5,4.9E7,-1.774E3,7.964E2,1.955E0,-6.293E5,-1.549E3,3.451E1,9.984E8,1.297E4,3.185E1,3.098E2
7.648E1,5.586E-1,8.916E-7,1.581E3,4.749E-5,3.017E-3,5.5E-1,1.67E2,?,?,?,-4.694E-1,1.586E-1,-9.547E-2,-9.996E-2,-1.759E-1,-6.957E-2,7.54E-2,4.29E-2,1.028E-1,0E0,1.632E-2,9.884E1,4.86E3,1.538E5,5.028E7,-1.774E3,8.009E2,2.068E0,-6.363E5,-1.648E3,3.527E1,1.015E9,1.357E4,3.503E1,3.056E2
6.549E1,5E-1,8.508E-7,1.43E3,5.484E-5,3.187E-3,5.6E-1,1.49E2,?,?,?,-5.638E-1,1.397E-1,-2.26E-1,-4.248E-2,-9.937E-2,4.655E-3,1.374E-1,-9.509E-2,-5.382E-2,0E0,1.759E-2,9.488E1,4.812E3,1.607E5,5.206E7,-1.767E3,8.054E2,2.145E0,-6.435E5,-1.719E3,3.591E1,1.032E9,1.43E4,3.81E1,3.043E2
8.019E1,6.289E-1,8.556E-7,1.856E3,4.706E-5,3.414E-3,5.5E-1,1.66E2,?,?,?,-4.875E-1,8.367E-2,-1.564E-1,-6.792E-2,-1.472E-1,-6.462E-2,1.49E-1,3.13E-2,-6.156E-2,0E0,1.741E-2,1.035E2,5.092E3,1.293E5,5.305E7,-1.776E3,8.098E2,2.202E0,-6.507E5,-1.774E3,3.632E1,1.05E9,1.472E4,4.002E1,3.031E2
6.404E1,5.43E-1,1.431E-6,1.311E3,7.604E-5,3.841E-3,5.5E-1,1.43E2,?,?,?,-5.873E-1,8.819E-2,-2.541E-1,-9.177E-2,-2.422E-1,-1.553E-1,7.931E-2,-1.019E-1,-8.893E-3,0E0,2.18E-2,9.691E1,4.893E3,1.252E5,5.134E7,-1.782E3,8.143E2,2.277E0,-6.579E5,-1.845E3,3.672E1,1.067E9,1.526E4,4.268E1,2.996E2
5.693E1,4.766E-1,1.07E-6,1.396E3,6.308E-5,3.51E-3,5.4E-1,1.53E2,?,?,?,-5.98E-1,2.556E-2,-2.054E-1,-7.828E-2,-1.809E-1,-1.439E-1,7.063E-2,-2.838E-2,-3.188E-2,0E0,1.756E-2,9.531E1,5.186E3,1.767E5,5.854E7,-1.787E3,8.188E2,2.366E0,-6.653E5,-1.927E3,3.711E1,1.085E9,1.658E4,4.79E1,2.94E2
7.022E1,5.859E-1,7.275E-7,1.745E3,5.231E-5,3.287E-3,5.4E-1,1.69E2,?,?,?,-4.462E-1,8.702E-2,-9.336E-2,2.614E-3,-1.624E-1,-1.299E-1,6.651E-2,-2.994E-2,-4.617E-2,0E0,1.706E-2,1.001E2,5.23E3,1.559E5,5.739E7,-1.782E3,8.234E2,2.42E0,-6.727E5,-1.982E3,3.73E1,1.104E9,1.769E4,5.199E1,2.903E2
7.624E1,5.703E-1,6.802E-7,1.571E3,5.05E-5,3.128E-3,5.4E-1,1.56E2,?,?,?,-5.448E-1,1.741E-1,-1.17E-1,-8.785E-2,-9.301E-2,-8.478E-2,1.616E-1,-9.38E-2,-3.729E-2,0E0,1.744E-2,9.715E1,4.834E3,1.907E5,5.566E7,-1.791E3,8.279E2,2.486E0,-6.802E5,-2.047E3,3.739E1,1.122E9,1.879E4,5.644E1,2.844E2
8.267E1,5.703E-1,6.916E-7,1.548E3,5.193E-5,3.166E-3,5.4E-1,1.65E2,?,?,?,-4.766E-1,1.65E-1,-5.858E-2,-2.289E-2,-8.631E-2,5.719E-3,1.539E-1,4.337E-4,-8.978E-2,0E0,1.869E-2,1.016E2,4.651E3,1.511E5,4.815E7,-1.786E3,8.324E2,2.511E0,-6.876E5,-2.078E3,3.736E1,1.14E9,1.934E4,5.835E1,2.821E2
5.1E1,4.336E-1,1.151E-6,1.416E3,6.62E-5,3.512E-3,5.5E-1,1.41E2,?,?,?,-5.879E-1,1.262E-1,-1.849E-1,-1.482E-2,-1.492E-1,2.426E-3,1.161E-1,4.758E-2,-6.636E-2,0E0,1.926E-2,8.663E1,4.943E3,2.264E5,5.728E7,-1.781E3,8.369E2,2.51E0,-6.951E5,-2.089E3,3.712E1,1.159E9,1.956E4,5.866E1,2.807E2
6.808E1,4.844E-1,1.002E-6,1.458E3,5.665E-5,3.207E-3,5.5E-1,1.74E2,?,?,?,-5.173E-1,1.893E-1,-8.732E-2,-7.252E-2,-1.272E-1,-8.473E-2,1.202E-1,3.408E-2,-2.773E-2,0E0,1.843E-2,9.543E1,4.849E3,1.879E5,5.335E7,-1.791E3,8.413E2,2.55E0,-7.025E5,-2.134E3,3.709E1,1.178E9,1.939E4,5.876E1,2.768E2
7.374E1,5.742E-1,8.25E-7,1.536E3,4.496E-5,3.092E-3,5.6E-1,1.63E2,?,?,?,-5.382E-1,1.886E-1,-1.681E-1,-6.917E-2,-1.67E-1,-9.024E-2,1.376E-1,-2.755E-2,-9.627E-2,0E0,1.581E-2,9.681E1,4.807E3,1.556E5,5.183E7,-1.788E3,8.458E2,2.578E0,-7.1E5,-2.169E3,3.7E1,1.197E9,1.914E4,5.834E1,2.738E2
5.467E1,4.609E-1,9.504E-7,1.508E3,6.258E-5,3.307E-3,5.6E-1,1.73E2,?,?,?,-5.492E-1,1.981E-1,-1.905E-1,-1.226E-1,-1.926E-1,-2.367E-1,1.03E-1,-2.895E-2,6.962E-4,0E0,1.662E-2,9.392E1,4.998E3,1.714E5,5.601E7,-1.795E3,8.503E2,2.623E0,-7.176E5,-2.219E3,3.696E1,1.216E9,1.95E4,6.017E1,2.69E2
6.47E1,5.273E-1,1.049E-6,1.518E3,5.59E-5,3.292E-3,5.7E-1,1.58E2,?,?,?,-6.052E-1,4.353E-2,-1.017E-1,-1.121E-1,-1.555E-1,-1.004E-1,6.276E-2,4.079E-2,-1.072E-2,0E0,1.815E-2,9.56E1,5.283E3,2.027E5,6.013E7,-1.787E3,8.548E2,2.68E0,-7.253E5,-2.279E3,3.7E1,1.235E9,1.981E4,6.21E1,2.635E2
7.104E1,5.43E-1,9.543E-7,1.6E3,4.712E-5,3.028E-3,5.8E-1,1.59E2,?,?,?,-5.548E-1,1.46E-1,-2.282E-1,-1.668E-2,-1.546E-1,-4.322E-2,1.446E-1,3.174E-2,-3.81E-3,0E0,1.499E-2,9.865E1,4.69E3,1.238E5,4.755E7,-1.785E3,8.593E2,2.701E0,-7.329E5,-2.31E3,3.701E1,1.255E9,1.993E4,6.266E1,2.615E2
5.382E1,4.844E-1,1.011E-6,1.585E3,6.9E-5,3.254E-3,5.8E-1,1.66E2,?,?,?,-5.881E-1,1.746E-2,-1.839E-1,-7.213E-2,-1.951E-1,-1.17E-1,3.891E-2,-9.115E-3,-2.972E-2,0E0,1.826E-2,9.307E1,5.269E3,1.85E5,5.902E7,-1.791E3,8.638E2,2.758E0,-7.407E5,-2.37E3,3.715E1,1.275E9,2.053E4,6.555E1,2.57E2
8.192E1,5.977E-1,1.29E-6,1.298E3,5.291E-5,3.262E-3,5.9E-1,1.63E2,?,?,?,-4.858E-1,2.5E-1,-6.314E-2,-1.309E-1,-2.081E-1,-2.426E-3,1.413E-1,8.205E-2,-3.385E-2,0E0,1.863E-2,1.024E2,4.949E3,1.42E5,5.203E7,-1.8E3,8.683E2,2.863E0,-7.485E5,-2.473E3,3.746E1,1.295E9,2.146E4,7.074E1,2.489E2
7.133E1,5.82E-1,1.152E-6,1.645E3,5.14E-5,3.113E-3,5.9E-1,1.77E2,?,?,?,-5.048E-1,8.876E-2,-1.617E-1,-5.853E-2,-8.682E-2,-1.623E-1,-1.548E-2,2.109E-2,-4.534E-2,0E0,1.823E-2,9.949E1,5.21E3,1.496E5,5.507E7,-1.797E3,8.728E2,2.959E0,-7.563E5,-2.57E3,3.775E1,1.315E9,2.225E4,7.543E1,2.418E2
5.735E1,4.57E-1,9.916E-7,1.634E3,7.159E-5,3.525E-3,5.9E-1,1.68E2,?,?,?,-5.906E-1,4.38E-2,-1.919E-1,-2.906E-2,-1.758E-1,-8.6E-2,1.615E-1,4.178E-2,-1.633E-2,0E0,1.934E-2,8.869E1,4.716E3,1.864E5,5.206E7,-1.793E3,8.773E2,3.081E0,-7.641E5,-2.69E3,3.809E1,1.336E9,2.323E4,8.159E1,2.321E2
6.549E1,5.586E-1,1.005E-6,1.634E3,4.951E-5,3.145E-3,5.9E-1,1.57E2,?,?,?,-5.221E-1,-1.712E-2,-7.436E-2,-8.872E-2,-1.418E-1,-7.911E-2,9.699E-2,-5.755E-3,-6.111E-2,0E0,1.645E-2,9.8E1,5.662E3,2.002E5,6.518E7,-1.799E3,8.818E2,3.219E0,-7.721E5,-2.824E3,3.852E1,1.357E9,2.449E4,8.939E1,2.214E2
5.982E1,4.531E-1,8.47E-7,1.633E3,6.452E-5,3.532E-3,5.8E-1,1.42E2,?,?,?,-6.051E-1,9.557E-2,-1.06E-1,-9.074E-2,-1.635E-1,1.053E-2,1.372E-1,2.551E-2,-6.317E-2,0E0,1.897E-2,9.357E1,5.122E3,1.928E5,5.672E7,-1.785E3,8.863E2,3.307E0,-7.8E5,-2.917E3,3.878E1,1.378E9,2.488E4,9.282E1,2.141E2
5.824E1,4.258E-1,9.464E-7,1.525E3,5.881E-5,3.695E-3,5.7E-1,1.26E2,?,?,?,-6.857E-1,1.148E-1,-1.871E-1,-1.232E-1,-1.964E-1,-1.43E-1,7.351E-2,-5.664E-2,1.815E-2,0E0,1.655E-2,9.231E1,5.073E3,2.121E5,5.858E7,-1.786E3,8.908E2,3.412E0,-7.879E5,-3.025E3,3.905E1,1.399E9,2.549E4,9.763E1,2.049E2
6.433E1,5.352E-1,9.04E-7,1.559E3,4.98E-5,3.357E-3,5.6E-1,1.41E2,?,?,?,-6.209E-1,9.19E-2,-1.914E-1,-9.979E-2,-2.209E-1,-1.455E-1,7.688E-2,-8.607E-2,-1.181E-1,0E0,1.636E-2,9.523E1,5.246E3,1.957E5,5.984E7,-1.79E3,8.953E2,3.545E0,-7.959E5,-3.159E3,3.934E1,1.42E9,2.656E4,1.052E2,1.93E2
7.308E1,5.586E-1,6.796E-7,1.568E3,5.067E-5,3.481E-3,5.6E-1,1.64E2,?,?,?,-5.847E-1,9.917E-2,-2.331E-1,-6.74E-2,-9.641E-2,-1.31E-1,7.556E-2,-1.114E-2,-4.964E-2,0E0,1.734E-2,9.831E1,4.815E3,1.426E5,5.112E7,-1.815E3,8.997E2,3.733E0,-8.038E5,-3.343E3,3.961E1,1.441E9,2.755E4,1.143E2,1.757E2
5.816E1,4.57E-1,7.542E-7,1.419E3,6.483E-5,3.801E-3,5.9E-1,1.39E2,?,?,?,-6.234E-1,1.95E-1,-2.25E-1,-1.811E-1,-2.84E-1,-9.348E-2,1.379E-1,6.518E-3,-8.702E-2,0E0,1.734E-2,9.379E1,4.843E3,1.514E5,5.178E7,-1.816E3,9.042E2,3.945E0,-8.119E5,-3.551E3,3.978E1,1.463E9,2.92E4,1.274E2,1.558E2
6.015E1,4.727E-1,8.737E-7,1.607E3,5.126E-5,3.23E-3,5.9E-1,1.61E2,?,?,?,-5.746E-1,1.078E-1,-1.913E-1,-1.426E-3,-2.268E-1,-1.323E-1,6.39E-2,-3.466E-2,-7.176E-2,0E0,1.603E-2,9.2E1,4.931E3,1.851E5,5.431E7,-1.816E3,9.087E2,4.164E0,-8.2E5,-3.767E3,3.989E1,1.485E9,3.11E4,1.425E2,1.349E2
